time,R-AP,L-AP,R-ML,L-ML,R-VT,L-VT,
0.0017,0.0177,0.0864,-0.2302,-0.6975,-0.1122,0.0384,
0.0033,0.0176,0.0864,-0.2302,-0.6976,-0.1122,0.0384,
0.0050,0.0176,0.0863,-0.2302,-0.6976,-0.1122,0.0384,
0.0067,0.0176,0.0863,-0.2302,-0.6976,-0.1122,0.0384,
0.0083,0.0176,0.0863,-0.2302,-0.6977,-0.1123,0.0384,
0.0100,0.0176,0.0862,-0.2302,-0.6977,-0.1123,0.0384,
0.0117,0.0176,0.0862,-0.2302,-0.6978,-0.1123,0.0384,
0.0133,0.0176,0.0862,-0.2303,-0.6978,-0.1123,0.0384,
0.0150,0.0176,0.0861,-0.2303,-0.6979,-0.1124,0.0384,
0.0167,0.0175,0.0861,-0.2303,-0.6979,-0.1124,0.0384,
0.0183,0.0175,0.0861,-0.2303,-0.6980,-0.1124,0.0384,
0.0200,0.0175,0.0860,-0.2304,-0.6980,-0.1124,0.0384,
0.0217,0.0175,0.0860,-0.2304,-0.6980,-0.1124,0.0384,
0.0233,0.0176,0.0860,-0.2304,-0.6981,-0.1124,0.0383,
0.0250,0.0176,0.0860,-0.2304,-0.6981,-0.1124,0.0383,
0.0267,0.0176,0.0860,-0.2304,-0.6981,-0.1124,0.0383,
0.0283,0.0176,0.0861,-0.2305,-0.6981,-0.1124,0.0382,
0.0300,0.0176,0.0861,-0.2305,-0.6980,-0.1124,0.0382,
0.0317,0.0177,0.0861,-0.2305,-0.6980,-0.1123,0.0382,
0.0333,0.0177,0.0862,-0.2304,-0.6980,-0.1123,0.0381,
0.0350,0.0178,0.0863,-0.2304,-0.6979,-0.1122,0.0381,
0.0367,0.0178,0.0864,-0.2304,-0.6978,-0.1121,0.0380,
0.0383,0.0179,0.0865,-0.2304,-0.6977,-0.1120,0.0380,
0.0400,0.0179,0.0866,-0.2303,-0.6976,-0.1120,0.0379,
0.0417,0.0180,0.0867,-0.2303,-0.6974,-0.1119,0.0379,
0.0433,0.0180,0.0868,-0.2302,-0.6973,-0.1118,0.0379,
0.0450,0.0181,0.0870,-0.2302,-0.6971,-0.1117,0.0379,
0.0467,0.0181,0.0871,-0.2301,-0.6969,-0.1116,0.0378,
0.0483,0.0182,0.0872,-0.2300,-0.6968,-0.1115,0.0378,
0.0500,0.0182,0.0874,-0.2299,-0.6966,-0.1114,0.0379,
0.0517,0.0182,0.0875,-0.2298,-0.6964,-0.1113,0.0379,
0.0533,0.0182,0.0876,-0.2297,-0.6963,-0.1112,0.0379,
