time,Lfoot-m,Lfoot-l,Lfoot-u,Rfoot-m,Rfoot-l,Rfoot-u
25.252525252525253,2.8746764646464644,1.041239344068237,4.708113585224692,,,
26.262626262626263,2.7741693939393945,0.9124111024364092,4.63592768544238,,,
27.272727272727273,2.6669340909090904,0.7725886548966621,4.561279526921519,,,
28.282828282828284,2.5472402525252518,0.6209903935688899,4.473490111481613,,,
29.292929292929294,2.4135224242424242,0.45319834064035525,4.373846507844493,,,
30.303030303030305,2.266409090909091,0.262231390901317,4.270586790916864,,,
31.313131313131315,2.106996767676768,0.042393942717726674,4.171599592635809,,,
32.323232323232325,1.933724797979798,-0.21079171110358974,4.078241307063186,,,
33.333333333333336,1.7501849999999997,-0.49452170772808257,3.994891707728082,,,
34.343434343434346,1.561085505050505,-0.8057844948544302,3.92795550495544,,,
35.35353535353536,1.3615465656565657,-1.1554976279922138,3.8785907593053452,,,
36.36363636363637,1.1454868181818179,-1.5546437874571133,3.845617423820749,,,
37.37373737373738,0.9072916161616161,-2.0103857370057994,3.824968969329032,,,
38.38383838383839,0.647391818181818,-2.522384786118004,3.8171684224816405,,,
39.3939393939394,0.3625574242424237,-3.0939274307186517,3.819042279203499,,,
40.40404040404041,0.048825858585858334,-3.728903351296096,3.8265550684678127,,,
41.41414141414142,-0.30382535353535356,-4.441418079581334,3.8337673725106267,,,
42.42424242424243,-0.7063548484848488,-5.249699583978011,3.836989887008314,,,
43.43434343434344,-1.1668664141414145,-6.170918185872405,3.8371853575895765,,,
44.44444444444445,-1.6944172222222225,-7.225496162457753,3.836661718013308,,,
45.45454545454546,-2.2871368181818186,-8.416218363479189,3.8419447271155516,,,
46.46464646464647,-2.9663942424242418,-9.783324496646934,3.8505360117984493,,,
47.47474747474748,-3.745211969696969,-11.339409511026002,3.8489855716320647,,,
48.484848484848484,-4.640958787878787,-13.117616202887966,3.8356986271303937,,,
49.494949494949495,-5.653041414141412,-15.107135872876803,3.8010530445939805,,,
50.505050505050505,-6.7778761616161605,-17.291694104922353,3.735941781690033,,,
