time,R-AP,L-AP,R-ML,L-ML,R-VT,L-VT,
0.0017,0.0072,-0.0383,-0.1763,-0.3675,-0.0899,0.1172,
0.0033,0.0072,-0.0383,-0.1763,-0.3675,-0.0899,0.1172,
0.0050,0.0072,-0.0383,-0.1763,-0.3676,-0.0899,0.1172,
0.0067,0.0072,-0.0383,-0.1763,-0.3676,-0.0899,0.1173,
0.0083,0.0072,-0.0383,-0.1763,-0.3676,-0.0898,0.1173,
0.0100,0.0072,-0.0382,-0.1764,-0.3676,-0.0898,0.1173,
0.0117,0.0072,-0.0382,-0.1764,-0.3677,-0.0898,0.1173,
0.0133,0.0072,-0.0382,-0.1764,-0.3677,-0.0898,0.1173,
0.0150,0.0072,-0.0382,-0.1764,-0.3678,-0.0898,0.1173,
0.0167,0.0072,-0.0382,-0.1765,-0.3678,-0.0898,0.1173,
0.0183,0.0072,-0.0382,-0.1765,-0.3678,-0.0898,0.1173,
0.0200,0.0072,-0.0382,-0.1765,-0.3678,-0.0898,0.1173,
0.0217,0.0072,-0.0382,-0.1765,-0.3679,-0.0898,0.1173,
0.0233,0.0072,-0.0382,-0.1765,-0.3679,-0.0898,0.1173,
0.0250,0.0072,-0.0382,-0.1765,-0.3679,-0.0898,0.1173,
0.0267,0.0072,-0.0382,-0.1765,-0.3679,-0.0897,0.1172,
0.0283,0.0072,-0.0382,-0.1765,-0.3679,-0.0897,0.1172,
0.0300,0.0072,-0.0382,-0.1765,-0.3679,-0.0897,0.1172,
0.0317,0.0072,-0.0382,-0.1764,-0.3678,-0.0897,0.1172,
0.0333,0.0072,-0.0382,-0.1764,-0.3678,-0.0897,0.1172,
0.0350,0.0072,-0.0383,-0.1764,-0.3677,-0.0897,0.1171,
0.0367,0.0072,-0.0383,-0.1763,-0.3677,-0.0897,0.1171,
0.0383,0.0072,-0.0383,-0.1762,-0.3676,-0.0897,0.1171,
0.0400,0.0072,-0.0383,-0.1762,-0.3675,-0.0897,0.1171,
0.0417,0.0072,-0.0383,-0.1761,-0.3674,-0.0897,0.1170,
0.0433,0.0072,-0.0383,-0.1760,-0.3673,-0.0897,0.1170,
0.0450,0.0072,-0.0384,-0.1759,-0.3672,-0.0897,0.1170,
0.0467,0.0072,-0.0384,-0.1759,-0.3670,-0.0898,0.1170,
0.0483,0.0072,-0.0384,-0.1758,-0.3669,-0.0898,0.1169,
0.0500,0.0072,-0.0384,-0.1757,-0.3668,-0.0898,0.1169,
0.0517,0.0072,-0.0384,-0.1756,-0.3667,-0.0898,0.1169,
0.0533,0.0071,-0.0385,-0.1755,-0.3665,-0.0899,0.1169,
0.0550,0.0071,-0.0385,-0.1755,-0.3664,-0.0899,0.1169,
0.0567,0.0071,-0.0385,-0.1754,-0.3663,-0.0900,0.1169,
0.0583,0.0071,-0.0385,-0.1754,-0.3663,-0.0900,0.1170,
0.0600,0.0071,-0.0385,-0.1754,-0.3662,-0.0900,0.1170,
0.0617,0.0070,-0.0385,-0.1754,-0.3662,-0.0901,0.1170,
0.0633,0.0070,-0.0385,-0.1754,-0.3662,-0.0901,0.1171,
0.0650,0.0070,-0.0385,-0.1755,-0.3663,-0.0902,0.1172,
0.0667,0.0070,-0.0384,-0.1756,-0.3664,-0.0902,0.1172,
0.0683,0.0070,-0.0384,-0.1757,-0.3665,-0.0902,0.1173,
0.0700,0.0069,-0.0384,-0.1758,-0.3667,-0.0903,0.1174,
0.0717,0.0069,-0.0383,-0.1760,-0.3669,-0.0903,0.1175,
0.0733,0.0069,-0.0383,-0.1762,-0.3671,-0.0903,0.1176,
0.0750,0.0069,-0.0382,-0.1764,-0.3674,-0.0903,0.1177,
0.0767,0.0069,-0.0381,-0.1767,-0.3678,-0.0903,0.1178,
0.0783,0.0070,-0.0381,-0.1770,-0.3682,-0.0902,0.1179,
0.0800,0.0070,-0.0380,-0.1773,-0.3686,-0.0902,0.1180,
0.0817,0.0070,-0.0379,-0.1776,-0.3690,-0.0901,0.1181,
0.0833,0.0071,-0.0378,-0.1779,-0.3695,-0.0900,0.1182,
0.0850,0.0071,-0.0378,-0.1782,-0.3700,-0.0900,0.1182,
0.0867,0.0072,-0.0377,-0.1785,-0.3704,-0.0899,0.1183,
0.0883,0.0072,-0.0376,-0.1787,-0.3709,-0.0897,0.1183,
0.0900,0.0073,-0.0376,-0.1790,-0.3713,-0.0896,0.1183,
0.0917,0.0074,-0.0375,-0.1792,-0.3717,-0.0895,0.1182,
0.0933,0.0075,-0.0375,-0.1793,-0.3720,-0.0893,0.1182,
0.0950,0.0076,-0.0375,-0.1794,-0.3722,-0.0892,0.1181,
0.0967,0.0076,-0.0375,-0.1795,-0.3724,-0.0890,0.1179,
0.0983,0.0077,-0.0375,-0.1794,-0.3724,-0.0888,0.1178,
0.1000,0.0078,-0.0375,-0.1792,-0.3723,-0.0887,0.1176,
0.1017,0.0079,-0.0376,-0.1790,-0.3721,-0.0885,0.1173,
0.1033,0.0079,-0.0377,-0.1787,-0.3717,-0.0884,0.1170,
0.1050,0.0080,-0.0378,-0.1782,-0.3712,-0.0883,0.1167,
0.1067,0.0080,-0.0380,-0.1776,-0.3705,-0.0882,0.1164,
0.1083,0.0080,-0.0382,-0.1770,-0.3696,-0.0882,0.1160,
0.1100,0.0080,-0.0384,-0.1762,-0.3686,-0.0882,0.1157,
0.1117,0.0080,-0.0386,-0.1754,-0.3674,-0.0882,0.1153,
0.1133,0.0080,-0.0389,-0.1744,-0.3661,-0.0883,0.1149,
0.1150,0.0079,-0.0391,-0.1734,-0.3647,-0.0884,0.1146,
0.1167,0.0078,-0.0394,-0.1723,-0.3631,-0.0886,0.1142,
0.1183,0.0077,-0.0397,-0.1712,-0.3615,-0.0888,0.1139,
0.1200,0.0075,-0.0400,-0.1701,-0.3598,-0.0891,0.1137,
0.1217,0.0073,-0.0402,-0.1690,-0.3582,-0.0895,0.1135,
0.1233,0.0071,-0.0405,-0.1680,-0.3565,-0.0899,0.1134,
0.1250,0.0068,-0.0407,-0.1671,-0.3549,-0.0904,0.1134,
0.1267,0.0066,-0.0409,-0.1663,-0.3535,-0.0909,0.1134,
0.1283,0.0063,-0.0410,-0.1656,-0.3523,-0.0914,0.1136,
0.1300,0.0060,-0.0411,-0.1652,-0.3513,-0.0920,0.1139,
0.1317,0.0057,-0.0411,-0.1650,-0.3506,-0.0925,0.1144,
